Min Temp o 0,Max Temp 0,Humidity ojo,"Wind m/s
:selected:",Sun hours,Rad MJ/m2 / day,ETo mm/ day,date
15.0,27.3,75.0,2.3,11.2,21.8,4.05,1993-02-14
14.2,27.4,74.0,2.1,11.2,21.8,4.02,1993-02-15
14.8,27.7,75.0,2.5,11.2,21.8,4.12,1993-02-16
14.7,27.4,75.0,3.1,11.2,21.8,4.21,1993-02-17
13.7,28.3,71.0,2.5,11.2,21.8,4.3,1993-02-18
13.0,26.8,69.0,1.7,11.2,21.8,3.9,1993-02-19
12.4,28.2,68.0,1.7,11.2,21.8,4.03,1993-02-20
14.7,27.6,79.0,2.7,11.2,21.8,4.03,1993-02-21
17.0,26.5,79.0,3.8,11.2,21.8,4.08,1993-02-22
15.6,25.9,75.0,3.6,11.2,21.8,4.16,1993-02-23
13.4,27.3,72.0,3.1,11.2,21.8,4.32,1993-02-24
12.4,28.1,72.0,3.0,11.2,21.8,4.4,1993-02-25
11.8,27.5,69.0,2.9,11.2,21.8,4.37,1993-02-26
11.8,26.3,69.0,2.4,11.2,21.9,4.09,1993-02-27
12.7,25.9,75.0,1.9,11.2,21.9,3.77,1993-02-28
12.9,31.6,47.0,3.8,11.3,23.6,6.64,1993-02-01
13.0,31.1,44.0,3.7,11.3,23.7,6.67,1993-02-02
12.1,30.2,56.0,4.2,11.3,23.8,6.22,1993-02-03
14.1,30.2,57.0,4.4,11.3,23.8,6.3,1993-02-04
11.8,31.0,49.0,3.5,11.3,23.9,6.34,1993-02-05
12.8,31.1,43.0,3.1,11.3,24.0,6.39,1993-02-06
12.7,31.9,42.0,2.4,11.4,24.1,5.97,1993-02-07
13.2,33.5,37.0,2.4,11.4,24.1,6.25,1993-02-08
13.9,34.0,42.0,2.6,11.4,24.2,6.51,1993-02-09
14.1,32.7,47.0,3.0,11.4,24.3,6.46,1993-02-10
13.5,32.5,43.0,3.0,11.4,24.4,6.53,1993-02-11
15.6,31.9,51.0,3.0,11.4,24.5,6.24,1993-02-12
15.2,31.9,45.0,2.4,11.4,24.5,6.01,1993-02-13
15.5,33.9,44.0,1.7,11.4,24.6,5.66,1993-02-14
16.2,35.3,35.0,2.1,11.4,24.7,6.39,1993-02-15
17.4,35.8,34.0,2.1,11.4,24.8,6.55,1993-02-16
16.3,35.5,32.0,1.7,11.4,24.8,6.1,1993-02-17
14.6,35.0,40.0,2.1,11.4,24.9,6.27,1993-02-18
15.0,35.7,38.0,1.7,11.4,25.0,6.06,1993-02-19
14.0,35.1,38.0,1.7,11.4,25.1,5.99,1993-02-20
13.8,34.2,24.0,2.3,11.4,25.2,6.76,1993-02-21
14.2,33.7,11.0,2.2,11.5,25.2,6.75,1993-02-22
16.5,33.8,30.0,1.3,11.5,25.3,5.51,1993-02-23
15.9,34.4,38.0,2.6,11.5,25.4,6.87,1993-02-24
14.5,34.3,38.0,2.9,11.5,25.5,7.15,1993-02-25
15.5,33.6,44.0,2.5,11.5,25.5,6.58,1993-02-26
16.6,34.0,41.0,2.1,11.5,25.6,6.41,1993-02-27
16.9,32.9,40.0,1.2,11.5,25.7,5.39,1993-02-28
11.5,29.0,60.0,3.1,11.2,22.0,5.03,1993-01-01
10.9,29.0,56.0,3.0,11.2,22.0,5.12,1993-01-02
11.4,28.6,57.0,2.9,11.2,22.0,4.98,1993-01-03
11.1,30.3,58.0,3.0,11.2,22.1,5.26,1993-01-04
9.2,30.1,53.0,3.2,11.2,22.1,5.53,1993-01-05
10.8,30.3,43.0,2.6,11.2,22.1,5.46,1993-01-06
12.7,31.9,42.0,2.1,11.2,22.2,5.31,1993-01-07
11.7,32.9,49.0,2.2,11.2,22.2,5.34,1993-01-08
13.1,32.7,51.0,2.5,11.2,22.2,5.53,1993-01-09
12.7,32.7,53.0,2.5,11.2,22.3,5.51,1993-01-10
14.2,33.1,53.0,2.6,11.2,22.3,5.67,1993-01-11
14.6,32.4,52.0,2.8,11.2,22.4,5.69,1993-01-12
13.4,32.9,50.0,2.4,11.2,22.4,5.59,1993-01-13
14.2,32.7,46.0,2.5,11.2,22.5,5.68,1993-01-14
14.0,32.0,47.0,2.5,11.2,22.5,5.57,1993-01-15
13.9,32.2,50.0,2.7,11.2,22.6,5.7,1993-01-16
12.8,32.5,47.0,3.0,11.2,22.6,6.06,1993-01-17
11.9,32.1,41.0,2.4,11.2,22.7,5.68,1993-01-18
11.6,32.2,40.0,1.8,11.3,22.7,5.16,1993-01-19
12.8,32.0,34.0,1.6,11.3,22.8,5.05,1993-01-20
13.0,32.3,41.0,1.6,11.3,22.9,5.07,1993-01-21
15.2,31.9,50.0,3.1,11.3,22.9,6.03,1993-01-22
13.2,32.1,48.0,3.0,11.3,23.0,6.08,1993-01-23
14.3,32.2,47.0,3.0,11.3,23.1,6.1,1993-01-24
14.7,32.4,45.0,3.1,11.3,23.1,6.33,1993-01-25
14.7,33.4,41.0,2.8,11.3,23.2,6.34,1993-01-26
13.2,33.4,39.0,2.6,11.3,23.3,6.29,1993-01-27
14.0,34.0,36.0,2.8,11.3,23.3,6.63,1993-01-28
13.4,33.9,46.0,2.9,11.3,23.4,6.42,1993-01-29
15.0,33.5,50.0,3.2,11.3,23.5,6.45,1993-01-30
13.4,32.1,49.0,3.5,11.3,23.5,6.47,1993-01-31
19.9,29.1,78.0,5.3,12.6,28.1,5.79,1993-07-01
20.4,27.2,76.0,6.7,12.6,28.1,5.76,1993-07-02
19.5,27.7,77.0,5.5,12.6,28.1,5.64,1993-07-03
19.4,30.2,75.0,5.4,12.6,28.1,6.15,1993-07-04
19.3,30.3,74.0,4.4,12.6,28.1,6.09,1993-07-05
19.2,30.5,73.0,4.3,12.6,28.1,6.21,1993-07-06
18.7,27.6,77.0,4.5,12.5,28.1,5.51,1993-07-07
18.4,27.9,75.0,5.3,12.5,28.1,5.76,1993-07-08
19.0,28.8,76.0,4.8,12.5,28.1,5.81,1993-07-09
19.5,29.6,76.0,5.8,12.5,28.1,6.02,1993-07-10
19.9,28.1,76.0,6.3,12.5,28.1,5.79,1993-07-11
20.6,28.4,76.0,6.9,12.5,28.1,5.97,1993-07-12
20.0,28.2,77.0,6.1,12.5,28.2,5.73,1993-07-13
20.2,30.2,76.0,6.5,12.5,28.2,6.18,1993-07-14
20.2,30.2,74.0,6.5,12.5,28.2,6.35,1993-07-15
20.0,30.7,74.0,5.6,12.5,28.2,6.35,1993-07-16
19.7,29.6,76.0,4.5,12.5,28.2,5.93,1993-07-17
19.7,30.6,75.0,3.6,12.5,28.2,6.03,1993-07-18
20.4,26.7,80.0,2.4,12.5,28.2,5.22,1993-07-19
20.8,27.1,79.0,1.8,12.5,28.2,5.29,1993-07-20
20.4,28.0,79.0,2.6,12.5,28.2,5.42,1993-07-21
20.4,27.0,79.0,3.7,12.5,28.2,5.32,1993-07-22
19.7,27.7,80.0,3.9,12.5,28.2,5.35,1993-07-23
18.5,26.7,80.0,5.2,12.5,28.2,5.2,1993-07-24
19.2,26.5,82.0,5.1,12.5,28.2,5.11,1993-07-25
20.3,25.1,85.0,5.4,12.5,28.2,4.74,1993-07-26
19.3,25.9,83.0,5.5,12.5,28.2,4.91,1993-07-27
19.9,27.6,79.0,6.3,12.5,28.3,5.52,1993-07-28
19.4,27.4,80.0,6.4,12.4,28.3,5.38,1993-07-29
19.8,27.9,78.0,6.5,12.4,28.3,5.65,1993-07-30
19.7,27.8,80.0,5.6,12.4,28.3,5.41,1993-07-31
22.0,35.7,60.0,4.3,12.5,28.3,7.95,1993-06-01
22.4,32.2,69.0,3.7,12.5,28.2,6.68,1993-06-02
21.4,35.1,62.0,3.8,12.5,28.2,7.5,1993-06-03
22.1,29.7,76.0,1.9,12.5,28.2,5.71,1993-06-04
21.6,31.1,74.0,2.6,12.5,28.2,6.01,1993-06-05
21.9,30.8,77.0,3.2,12.6,28.2,5.96,1993-06-06
20.5,30.1,75.0,5.2,12.6,28.2,6.18,1993-06-07
20.1,30.6,75.0,3.7,12.6,28.2,6.03,1993-06-08
20.2,28.6,77.0,3.4,12.6,28.2,5.62,1993-06-09
20.3,29.0,77.0,4.7,12.6,28.2,5.78,1993-06-10
20.6,30.5,73.0,4.7,12.6,28.2,6.32,1993-06-11
21.1,28.9,79.0,4.9,12.6,28.2,5.69,1993-06-12
21.8,27.7,82.0,4.8,12.6,28.1,5.35,1993-06-13
20.4,26.6,80.0,4.5,12.6,28.1,5.24,1993-06-14
19.5,27.2,80.0,5.5,12.6,28.1,5.35,1993-06-15
19.1,27.5,74.0,5.8,12.6,28.1,5.85,1993-06-16
18.6,27.0,77.0,5.3,12.6,28.1,5.48,1993-06-17
20.5,29.1,73.0,6.5,12.6,28.1,6.31,1993-06-18
19.8,26.2,76.0,5.8,12.6,28.1,5.53,1993-06-19
19.6,29.1,76.0,4.3,12.6,28.1,5.81,1993-06-20
19.9,30.9,72.0,4.4,12.6,28.1,6.32,1993-06-21
19.9,28.6,76.0,4.1,12.6,28.1,5.7,1993-06-22
19.9,30.8,74.0,3.9,12.6,28.1,6.15,1993-06-23
20.1,32.7,72.0,4.8,12.6,28.1,6.77,1993-06-24
20.1,32.1,71.0,5.6,12.6,28.1,6.86,1993-06-25
20.4,31.9,72.0,4.7,12.6,28.1,6.57,1993-06-26
20.3,33.0,70.0,3.9,12.6,28.1,6.7,1993-06-27
20.9,32.3,71.0,3.5,12.6,28.1,6.47,1993-06-28
21.0,28.6,76.0,3.1,12.6,28.1,5.66,1993-06-29
19.4,27.8,78.0,4.4,12.6,28.1,5.48,1993-06-30
20.4,29.9,51.0,2.0,11.5,25.8,5.74,1993-02-01
19.9,26.8,65.0,2.5,11.5,25.8,5.27,1993-02-02
18.8,33.6,56.0,2.9,11.5,25.9,6.63,1993-02-03
16.5,34.7,48.0,2.9,11.5,26.0,7.01,1993-02-04
15.9,35.6,41.0,2.7,11.5,26.0,7.23,1993-02-05
16.2,35.9,39.0,3.6,11.6,26.1,8.17,1993-02-06
17.6,35.2,41.0,3.5,11.6,26.2,7.9,1993-02-07
17.8,35.2,39.0,2.8,11.6,26.3,7.38,1993-02-08
18.4,34.8,39.0,2.8,11.6,26.3,7.34,1993-02-09
20.1,35.0,35.0,3.3,11.6,26.4,8.09,1993-02-10
18.6,35.4,35.0,3.0,11.6,26.5,7.78,1993-02-11
19.8,35.2,44.0,2.1,12.0,27.1,6.78,1993-02-12
20.6,34.9,44.0,1.3,12.0,27.2,6.03,1993-02-13
22.6,35.8,37.0,1.5,12.1,27.4,6.46,1993-02-14
22.5,36.5,34.0,1.6,12.2,27.6,6.73,1993-02-15
23.3,36.8,30.0,1.6,12.3,27.8,6.83,1993-02-16
22.3,37.6,31.0,1.7,12.4,28.0,7.02,1993-02-17
21.0,38.0,28.0,2.5,12.4,28.0,8.1,1993-02-18
20.6,37.6,28.0,1.9,12.5,28.2,7.33,1993-02-19
20.4,37.4,36.0,1.5,12.6,28.4,6.79,1993-02-20
23.1,37.4,35.0,0.8,12.7,28.6,5.99,1993-02-21
24.6,37.0,35.0,1.6,12.8,28.8,7.06,1993-02-22
24.3,35.8,33.0,1.7,12.8,28.8,7.03,1993-02-23
20.9,37.1,40.0,2.9,12.9,29.0,8.25,1993-02-24
19.1,36.9,42.0,2.1,12.1,27.8,7.16,1993-02-25
19.3,36.1,42.0,1.6,12.1,27.9,6.63,1993-02-26
20.9,35.9,42.0,2.8,12.1,27.9,7.82,1993-02-27
19.7,37.0,35.0,2.1,12.1,28.0,7.39,1993-02-28
24.3,37.0,46.0,2.1,12.4,28.6,7.47,1993-05-01
21.6,38.7,43.0,3.3,12.4,28.6,8.77,1993-05-02
22.4,39.8,43.0,2.9,12.4,28.6,8.59,1993-05-03
25.1,39.2,39.0,1.9,12.4,28.5,7.71,1993-05-04
25.1,39.6,36.0,2.1,12.4,28.5,8.04,1993-05-05
24.6,41.0,32.0,2.5,12.4,28.5,8.79,1993-05-06
24.2,39.7,37.0,2.3,12.4,28.5,8.13,1993-05-07
25.0,38.8,41.0,2.3,12.4,28.5,8.02,1993-05-08
24.5,35.1,51.0,2.6,12.4,28.5,7.53,1993-05-09
24.6,38.1,45.0,2.4,12.4,28.5,7.89,1993-05-10
25.0,35.3,49.0,2.7,12.4,28.5,7.68,1993-05-11
23.1,35.8,52.0,2.2,12.4,28.5,7.24,1993-05-12
22.7,36.9,50.0,2.2,12.4,28.5,7.42,1993-05-13
23.3,35.0,58.0,2.3,12.4,28.5,6.99,1993-05-14
22.1,36.5,48.0,2.5,12.5,28.5,7.61,1993-05-15
22.0,34.1,53.0,2.5,12.5,28.4,7.15,1993-05-16
22.0,33.9,58.0,2.9,12.5,28.4,7.15,1993-05-17
22.4,30.0,69.0,3.3,12.5,28.4,6.33,1993-05-18
21.7,29.3,71.0,1.9,12.5,28.4,5.8,1993-05-19
20.6,32.4,64.0,1.8,12.5,28.4,6.18,1993-05-20
21.7,33.2,62.0,1.8,12.5,28.4,6.37,1993-05-21
22.2,31.0,66.0,1.2,12.5,28.4,5.85,1993-05-22
21.9,34.6,59.0,1.9,12.5,28.4,6.68,1993-05-23
21.1,35.9,54.0,3.1,12.5,28.3,7.64,1993-05-24
22.4,35.7,56.0,3.7,12.5,28.3,7.93,1993-05-25
23.5,35.2,62.0,3.7,12.5,28.3,7.57,1993-05-26
22.2,32.4,72.0,4.5,12.5,28.3,6.74,1993-05-27
20.8,35.2,67.0,4.6,12.5,28.3,7.53,1993-05-28
20.9,35.3,63.0,4.7,12.5,28.3,7.85,1993-05-29
20.8,36.8,57.0,4.8,12.5,28.3,8.6,1993-05-30
19.8,36.0,57.0,4.7,12.5,28.3,8.35,1993-05-31
19.3,26.3,88.0,2.1,11.4,23.9,4.08,1993-02-01
19.6,26.8,84.0,2.8,11.4,23.9,4.23,1993-02-02
19.8,28.3,83.0,2.1,11.4,23.8,4.39,1993-02-03
19.1,28.4,83.0,2.4,11.3,23.7,4.4,1993-02-04
19.1,28.4,80.0,3.0,11.3,23.7,4.54,1993-02-05
17.2,27.3,82.0,3.0,11.3,23.6,4.26,1993-02-06
18.2,27.8,82.0,3.6,11.3,23.5,4.39,1993-02-07
18.9,26.7,83.0,3.9,11.3,23.4,4.21,1993-02-08
17.7,24.1,87.0,5.1,11.3,23.4,3.62,1993-02-09
19.4,24.8,89.0,3.9,11.3,23.3,3.67,1993-02-10
18.5,27.6,86.0,3.6,11.3,23.2,4.09,1993-02-11
19.5,28.5,85.0,3.1,11.3,23.2,4.26,1993-02-12
17.9,28.1,82.0,2.2,11.3,23.1,4.21,1993-02-13
17.0,27.5,81.0,1.7,11.3,23.0,4.08,1993-02-14
17.1,27.8,79.0,1.7,11.3,23.0,4.14,1993-02-15
18.2,24.7,85.0,1.2,11.3,22.9,3.76,1993-02-16
19.4,27.6,81.0,1.3,11.3,22.9,4.08,1993-02-17
17.4,28.7,78.0,1.9,11.3,22.8,4.26,1993-02-18
16.1,27.8,78.0,2.3,11.3,22.7,4.2,1993-02-19
15.8,27.4,76.0,2.6,11.3,22.7,4.24,1993-02-20
14.8,27.0,77.0,2.6,11.3,22.6,4.15,1993-02-21
14.7,27.3,75.0,2.9,11.3,22.6,4.3,1993-02-22
14.4,27.3,77.0,2.9,11.3,22.5,4.23,1993-02-23
17.3,27.8,76.0,3.3,11.2,22.5,4.44,1993-02-24
17.7,27.4,80.0,2.6,11.2,22.4,4.1,1993-02-25
16.6,28.1,78.0,2.8,11.2,22.4,4.26,1993-02-26
14.0,27.8,71.0,2.9,11.2,22.3,4.46,1993-02-27
11.3,27.1,71.0,2.9,11.2,22.3,4.34,1993-02-28
18.6,29.6,78.0,1.1,12.0,26.8,5.04,1993-02-01
20.1,28.8,83.0,0.7,11.6,26.1,4.86,1993-02-02
20.0,24.5,90.0,2.4,11.6,26.0,4.27,1993-02-03
19.1,26.5,86.0,1.6,11.6,26.0,4.56,1993-02-04
18.4,28.4,79.0,1.5,11.6,25.9,4.81,1993-02-05
18.4,27.6,81.0,1.6,11.6,25.8,4.7,1993-02-06
19.4,27.7,85.0,2.1,11.6,25.8,4.65,1993-02-07
19.2,27.1,84.0,1.8,11.5,25.7,4.6,1993-02-08
19.5,26.3,88.0,1.9,11.5,25.6,4.44,1993-02-09
19.7,26.1,89.0,3.6,11.5,25.6,4.23,1993-02-10
20.1,27.7,85.0,2.7,11.5,25.5,4.64,1993-02-11
19.6,24.0,89.0,1.1,11.5,25.4,4.26,1993-02-12
19.6,27.0,87.0,1.9,11.5,25.4,4.46,1993-02-13
20.5,26.4,87.0,1.3,11.5,25.3,4.47,1993-02-14
20.0,23.6,92.0,2.7,11.5,25.2,3.91,1993-02-15
20.6,26.6,88.0,1.8,11.5,25.1,4.39,1993-02-16
20.5,27.2,88.0,2.4,11.5,25.1,4.43,1993-02-17
19.8,26.5,87.0,1.9,11.5,25.0,4.35,1993-02-18
17.4,27.6,84.0,2.3,11.5,24.9,4.45,1993-02-19
16.8,27.5,84.0,2.2,11.5,24.8,4.39,1993-02-20
19.3,28.0,84.0,2.8,11.4,24.8,4.53,1993-02-21
19.7,25.3,90.0,2.1,11.4,24.7,4.1,1993-02-22
19.3,27.1,85.0,1.1,11.4,24.6,4.36,1993-02-23
17.8,28.0,76.0,1.9,11.4,24.5,4.58,1993-02-24
16.3,27.7,77.0,1.6,11.4,24.5,4.42,1993-02-25
15.9,27.8,78.0,2.0,11.4,24.4,4.47,1993-02-26
15.0,28.2,81.0,2.1,11.4,24.3,4.4,1993-02-27
17.2,28.4,82.0,2.4,11.4,24.2,4.45,1993-02-28
18.4,24.2,87.0,3.9,12.2,28.1,4.47,1993-02-01
17.0,27.7,80.0,3.8,12.2,28.0,5.23,1993-02-02
18.0,28.0,81.0,3.4,12.2,28.0,5.23,1993-02-03
19.2,26.7,82.0,3.7,12.2,28.0,5.06,1993-02-04
18.7,25.2,87.0,3.3,12.2,28.0,4.62,1993-02-05
18.9,25.3,86.0,3.5,12.2,27.9,4.66,1993-02-06
18.1,27.7,82.0,3.6,12.2,27.9,5.11,1993-02-07
17.9,28.2,82.0,3.4,12.2,27.9,5.19,1993-02-08
18.0,29.1,79.0,3.4,12.2,27.8,5.45,1993-02-09
17.9,29.5,79.0,2.8,12.2,27.8,5.42,1993-02-10
18.3,29.6,79.0,2.9,12.2,27.8,5.44,1993-02-11
18.6,29.5,78.0,2.7,12.1,27.7,5.44,1993-02-12
18.7,28.6,80.0,2.7,12.1,27.7,5.25,1993-02-13
19.8,26.1,83.0,2.2,12.1,27.6,4.92,1993-02-14
18.0,28.1,80.0,2.6,12.1,27.6,5.16,1993-02-15
18.8,28.1,82.0,2.5,12.1,27.6,5.11,1993-02-16
19.9,28.0,80.0,2.9,12.1,27.5,5.22,1993-02-17
19.0,27.6,81.0,2.4,12.1,27.5,5.06,1993-02-18
19.6,24.7,86.0,2.7,12.9,28.6,4.76,1993-02-19
18.5,27.4,81.0,3.3,12.8,28.5,5.18,1993-02-20
19.6,26.6,83.0,3.4,12.7,28.3,4.97,1993-02-21
18.7,28.8,82.0,3.2,12.7,28.2,5.29,1993-02-22
18.9,29.3,83.0,3.2,12.6,28.0,5.28,1993-02-23
18.9,27.9,81.0,3.4,12.5,27.8,5.16,1993-02-24
17.7,28.6,80.0,3.0,12.4,27.6,5.22,1993-02-25
18.0,29.4,80.0,2.4,12.4,27.6,5.26,1993-02-26
19.6,29.2,79.0,2.6,12.3,27.4,5.3,1993-02-27
18.8,27.7,80.0,1.8,12.2,27.2,4.99,1993-02-28
22.7,34.0,48.0,2.5,12.2,28.1,7.22,1994-04-01
21.0,35.7,48.0,2.3,12.2,28.2,7.24,1994-04-02
21.5,36.4,46.0,2.3,12.2,28.2,7.4,1994-04-03
22.4,36.1,46.0,3.0,12.2,28.2,7.94,1994-04-04
21.0,36.5,42.0,3.1,12.2,28.2,8.24,1994-04-05
20.5,37.2,36.0,3.3,12.2,28.3,8.73,1994-04-06
22.4,35.4,40.0,1.2,12.2,28.3,6.33,1994-04-07
22.9,33.6,37.0,2.3,12.2,28.3,7.35,1994-04-08
21.5,34.1,49.0,2.6,12.2,28.3,7.31,1994-04-09
22.1,31.1,58.0,3.1,12.2,28.4,6.83,1994-04-10
20.2,32.4,60.0,2.4,12.2,28.4,6.55,1994-04-11
21.1,33.1,63.0,1.1,12.2,28.4,5.94,1994-04-12
21.3,34.2,59.0,1.6,12.2,28.4,6.43,1994-04-13
20.0,36.7,45.0,3.1,12.3,28.4,8.13,1994-04-14
18.3,37.1,47.0,3.2,12.3,28.5,8.14,1994-04-15
22.0,36.4,53.0,2.1,12.3,28.5,7.18,1994-04-16
22.3,35.0,56.0,2.3,12.3,28.5,7.06,1994-04-17
22.5,36.7,52.0,3.4,12.3,28.5,8.14,1994-04-18
21.2,37.3,48.0,3.2,12.3,28.5,8.24,1994-04-19
19.6,38.0,44.0,2.7,12.3,28.5,8.0,1994-04-20
20.9,38.1,45.0,3.3,12.3,28.5,8.57,1994-04-21
20.9,38.0,43.0,3.2,12.3,28.5,8.53,1994-04-22
21.7,38.7,41.0,2.5,12.3,28.5,8.13,1994-04-23
22.0,38.8,39.0,2.6,12.3,28.5,8.3,1994-04-24
24.2,38.3,35.0,3.1,12.3,28.6,8.94,1994-04-25
21.8,37.8,41.0,2.2,12.3,28.6,7.72,1994-04-26
24.9,35.2,44.0,1.3,12.3,28.5,6.63,1994-04-27
24.9,36.3,41.0,1.4,12.3,28.6,6.8,1994-04-28
23.6,35.8,47.0,2.2,12.4,28.6,7.41,1994-04-29
23.7,37.6,38.0,2.5,12.4,28.5,8.12,1994-04-30
19.5,27.1,81.0,6.1,12.4,28.3,5.26,1994-02-01
19.5,28.6,80.0,5.7,12.4,28.3,5.55,1994-02-02
19.4,27.2,82.0,5.3,12.4,28.3,5.19,1994-02-03
18.6,27.0,82.0,4.7,12.4,28.3,5.14,1994-02-04
19.1,28.1,82.0,3.9,12.4,28.3,5.31,1994-02-05
18.8,29.2,79.0,4.1,12.4,28.3,5.61,1994-02-06
19.1,28.8,79.0,4.3,12.4,28.3,5.56,1994-02-07
19.3,27.0,83.0,4.1,12.4,28.3,5.12,1994-02-08
19.5,27.5,82.0,3.7,12.4,28.3,5.2,1994-02-09
18.8,29.5,78.0,4.1,12.4,28.3,5.73,1994-02-10
18.8,29.9,78.0,4.0,12.4,28.3,5.8,1994-02-11
19.2,29.4,80.0,3.9,12.4,28.3,5.57,1994-02-12
19.7,26.6,82.0,2.7,12.4,28.3,5.13,1994-02-13
19.0,29.4,78.0,2.4,12.4,28.3,5.54,1994-02-14
20.0,28.4,81.0,2.8,12.3,28.3,5.36,1994-02-15
19.7,27.6,81.0,3.9,12.3,28.3,5.27,1994-02-16
19.3,27.0,80.0,5.0,12.3,28.3,5.26,1994-02-17
18.6,26.8,82.0,5.4,12.3,28.3,5.13,1994-02-18
19.4,28.2,81.0,4.5,12.3,28.3,5.36,1994-02-19
19.3,28.4,81.0,3.6,12.3,28.3,5.4,1994-02-20
19.9,27.9,84.0,3.0,12.3,28.2,5.18,1994-02-21
20.1,26.7,85.0,3.1,12.3,28.2,4.99,1994-02-22
20.0,28.5,81.0,3.6,12.3,28.2,5.39,1994-02-23
20.1,27.6,84.0,4.1,12.3,28.2,5.11,1994-02-24
18.7,26.1,84.0,4.2,12.3,28.2,4.89,1994-02-25
18.4,26.3,82.0,4.9,12.3,28.2,4.99,1994-02-26
19.1,25.1,84.0,5.0,12.3,28.2,4.71,1994-02-27
18.6,27.4,79.0,5.6,12.3,28.1,5.37,1994-02-28
13.4,28.7,67.0,1.7,11.2,22.2,4.21,1994-12-01
12.2,28.5,66.0,1.9,11.2,22.1,4.29,1994-12-02
11.7,28.0,67.0,2.0,11.2,22.1,4.24,1994-12-03
12.9,27.7,68.0,2.5,11.2,22.1,4.35,1994-12-04
12.4,27.1,69.0,2.5,11.2,22.0,4.24,1994-12-05
11.9,27.2,71.0,2.7,11.2,22.0,4.24,1994-12-06
13.2,27.1,69.0,2.2,11.2,22.0,4.16,1994-12-07
11.6,27.2,68.0,2.3,11.2,22.0,4.2,1994-12-08
12.0,27.1,67.0,1.7,11.2,21.9,3.99,1994-12-09
11.0,28.3,64.0,1.8,11.2,21.9,4.2,1994-12-10
11.1,28.9,60.0,1.8,11.2,21.9,4.3,1994-12-11
9.2,29.2,56.0,1.9,11.2,21.9,4.48,1994-12-12
8.6,27.3,58.0,2.4,11.2,21.9,4.46,1994-12-13
9.8,27.8,68.0,2.6,11.2,21.8,4.37,1994-12-14
11.9,28.2,68.0,2.0,11.2,21.8,4.18,1994-12-15
11.5,29.3,66.0,1.8,11.2,21.8,4.23,1994-12-16
13.3,29.3,71.0,1.4,11.2,21.8,4.0,1994-12-17
15.8,29.0,74.0,2.6,11.2,21.8,4.34,1994-12-18
16.9,29.8,76.0,3.5,11.2,21.8,4.6,1994-12-19
17.7,29.8,76.0,3.7,11.2,21.8,4.63,1994-12-20
17.6,29.6,76.0,3.4,11.2,21.8,4.58,1994-12-21
17.4,27.5,76.0,3.4,11.2,21.8,4.3,1994-12-22
16.1,27.9,73.0,3.0,11.2,21.8,4.34,1994-12-23
15.0,27.2,70.0,3.1,11.2,21.8,4.42,1994-12-24
14.2,28.5,66.0,2.9,11.2,21.8,4.64,1994-12-25
13.8,25.7,71.0,2.4,11.2,21.8,3.99,1994-12-26
13.8,30.0,68.0,2.1,11.2,21.9,4.44,1994-12-27
14.6,29.5,67.0,2.5,11.2,21.9,4.59,1994-12-28
15.2,30.1,67.0,2.4,11.2,21.9,4.65,1994-12-29
14.9,28.8,62.0,2.6,11.2,21.9,4.71,1994-12-30
12.2,29.3,57.0,2.1,11.2,21.9,4.6,1994-12-31
13.7,33.0,48.0,1.4,11.3,23.6,5.06,1994-02-01
14.9,33.2,51.0,2.8,11.3,23.7,6.14,1994-02-02
14.4,32.1,46.0,3.2,11.3,23.8,6.44,1994-02-03
13.4,32.8,48.0,1.9,11.3,23.8,5.49,1994-02-04
16.0,33.4,53.0,2.3,11.3,23.9,5.82,1994-02-05
17.8,33.3,55.0,3.2,11.3,24.0,6.35,1994-02-06
17.3,33.6,56.0,3.0,11.3,24.1,6.2,1994-02-07
19.2,32.6,62.0,1.7,11.4,24.1,5.24,1994-02-08
19.9,31.8,56.0,2.8,11.4,24.2,5.95,1994-02-09
19.3,34.0,61.0,1.7,11.4,24.3,5.46,1994-02-10
20.6,34.0,54.0,1.6,11.4,24.4,5.51,1994-02-11
19.3,33.7,49.0,1.0,11.4,24.5,5.05,1994-02-12
19.8,32.5,55.0,1.4,11.4,24.5,5.28,1994-02-13
20.0,33.8,50.0,2.3,11.4,24.6,6.18,1994-02-14
19.2,33.8,50.0,1.8,11.4,24.7,5.75,1994-02-15
19.1,34.0,51.0,1.8,11.4,24.8,5.81,1994-02-16
18.2,34.6,46.0,3.0,11.4,24.8,6.91,1994-02-17
16.9,34.6,43.0,2.5,11.4,24.9,6.62,1994-02-18
17.7,35.0,48.0,2.6,11.4,25.0,6.67,1994-02-19
17.6,34.8,41.0,2.7,11.4,25.1,6.88,1994-02-20
16.9,34.5,46.0,1.9,11.4,25.2,6.03,1994-02-21
18.2,32.8,50.0,1.9,11.5,25.2,5.82,1994-02-22
18.0,35.5,38.0,1.8,11.5,25.3,6.28,1994-02-23
18.8,34.8,42.0,3.5,11.5,25.4,7.66,1994-02-24
17.2,34.0,42.0,2.8,11.5,25.5,6.94,1994-02-25
15.6,34.4,38.0,2.8,11.5,25.5,7.13,1994-02-26
15.8,34.3,38.0,3.3,11.5,25.6,7.57,1994-02-27
14.6,34.5,39.0,2.9,11.5,25.7,7.22,1994-02-28
14.4,29.4,68.0,2.6,11.2,22.0,4.63,1994-02-01
13.4,29.6,65.0,2.4,11.2,22.0,4.63,1994-02-02
14.1,29.0,71.0,2.9,11.2,22.0,4.54,1994-02-03
