Min Temp o 0,Max Temp 0,Humidity ojo,"Wind m/s
:selected:",Sun hours,Rad MJ/m2 / day,ETo mm/ day,date
22.1,34.0,67.0,2.1,12.5,28.4,6.5,2010-05-18
23.0,27.4,87.0,3.6,12.5,28.4,5.14,2010-05-19
22.3,27.6,83.0,4.5,12.5,28.4,5.3,2010-05-20
22.6,29.0,79.0,4.8,12.5,28.4,5.79,2010-05-21
22.4,31.4,76.0,4.0,12.5,28.4,6.25,2010-05-22
21.9,30.3,78.0,3.1,12.5,28.4,5.85,2010-05-23
22.8,32.5,73.0,4.0,12.5,28.3,6.6,2010-05-24
22.6,32.3,72.0,3.8,12.5,28.3,6.55,2010-05-25
22.4,29.6,78.0,4.1,12.5,28.3,5.88,2010-05-26
21.0,34.8,67.0,4.3,12.5,28.3,7.37,2010-05-27
20.7,35.5,65.0,3.6,12.5,28.3,7.33,2010-05-28
21.7,34.1,69.0,3.7,12.5,28.3,6.95,2010-05-29
22.1,31.1,71.0,4.0,12.5,28.3,6.47,2010-05-30
21.4,30.7,75.0,3.3,12.5,28.3,6.04,2010-05-31
19.0,26.1,87.0,1.4,11.4,23.9,4.09,2010-11-01
20.1,25.4,89.0,1.6,11.4,23.9,4.02,2010-11-02
19.4,24.6,90.0,1.1,11.4,23.8,3.94,2010-11-03
18.7,26.9,87.0,1.7,11.3,23.7,4.09,2010-11-04
19.4,26.9,87.0,1.4,11.3,23.7,4.1,2010-11-05
19.2,25.3,87.0,1.2,11.3,23.6,3.96,2010-11-06
18.6,24.1,91.0,2.9,11.3,23.5,3.61,2010-11-07
19.4,26.2,91.0,3.5,11.3,23.4,3.78,2010-11-08
18.2,26.4,89.0,1.9,11.3,23.4,3.91,2010-11-09
19.7,27.6,87.0,1.1,11.3,23.3,4.11,2010-11-10
19.0,26.2,89.0,1.8,11.3,23.2,3.9,2010-11-11
18.5,26.3,88.0,1.4,11.3,23.2,3.92,2010-11-12
18.7,27.9,85.0,1.4,11.3,23.1,4.08,2010-11-13
18.9,27.9,85.0,1.8,11.3,23.0,4.09,2010-11-14
18.4,27.4,85.0,1.8,11.3,23.0,4.03,2010-11-15
19.5,26.1,88.0,2.5,11.3,22.9,3.84,2010-11-16
19.5,25.8,90.0,3.6,11.3,22.9,3.67,2010-11-17
18.4,27.0,86.0,2.9,11.3,22.8,3.95,2010-11-18
17.5,26.9,85.0,2.0,11.3,22.7,3.91,2010-11-19
17.2,27.6,81.0,1.4,11.3,22.7,3.98,2010-11-20
18.0,26.2,86.0,1.6,11.3,22.6,3.8,2010-11-21
17.5,26.0,83.0,1.5,11.3,22.6,3.81,2010-11-22
18.7,26.9,84.0,1.6,11.3,22.5,3.9,2010-11-23
18.2,27.2,84.0,2.0,11.2,22.5,3.94,2010-11-24
18.1,26.6,86.0,2.0,11.2,22.4,3.81,2010-11-25
17.8,25.4,86.0,2.1,11.2,22.4,3.68,2010-11-26
17.0,23.2,89.0,1.7,11.2,22.3,3.41,2010-11-27
17.1,25.9,85.0,2.5,11.2,22.3,3.73,2010-11-28
16.7,26.7,84.0,2.5,11.2,22.2,3.82,2010-11-29
17.4,26.3,84.0,3.1,11.2,22.2,3.82,2010-11-30
19.4,28.3,84.0,1.9,12.0,26.8,4.91,2010-02-01
19.8,27.8,84.0,1.8,11.6,26.1,4.77,2010-02-02
19.8,28.6,84.0,1.9,11.6,26.0,4.84,2010-02-03
20.1,28.5,80.0,1.3,11.6,26.0,4.88,2010-02-04
20.1,30.1,78.0,0.9,11.6,25.9,4.97,2010-02-05
20.6,27.4,87.0,1.6,11.6,25.8,4.66,2010-02-06
19.7,28.6,83.0,2.1,11.6,25.8,4.82,2010-02-07
20.7,28.0,85.0,1.4,11.6,25.7,4.73,2010-02-08
20.4,28.1,83.0,2.1,11.5,25.6,4.77,2010-02-09
19.7,27.7,84.0,1.9,11.5,25.6,4.65,2010-02-10
19.7,27.7,84.0,2.3,11.5,25.5,4.65,2010-02-11
18.6,27.9,81.0,1.9,11.5,25.4,4.67,2010-02-12
19.3,26.9,85.0,1.3,11.5,25.4,4.5,2010-02-13
20.2,27.7,84.0,1.1,11.5,25.3,4.61,2010-02-14
19.5,26.8,87.0,2.7,11.5,25.2,4.4,2010-02-15
20.0,26.6,86.0,3.3,11.5,25.1,4.38,2010-02-16
18.4,27.2,85.0,2.9,11.5,25.1,4.46,2010-02-17
17.8,28.2,83.0,2.4,11.5,25.0,4.56,2010-02-18
18.5,28.4,84.0,1.5,11.5,24.9,4.53,2010-02-19
20.8,25.4,89.0,1.6,11.5,24.8,4.25,2010-02-20
19.7,27.2,86.0,1.6,11.4,24.8,4.4,2010-02-21
19.9,26.8,88.0,2.6,11.4,24.7,4.25,2010-02-22
19.5,24.5,92.0,1.8,11.4,24.6,4.0,2010-02-23
19.8,27.9,86.0,2.2,11.4,24.5,4.43,2010-02-24
19.4,27.6,86.0,2.2,11.4,24.5,4.36,2010-02-25
18.8,27.9,85.0,1.1,11.4,24.4,4.36,2010-02-26
19.6,27.6,86.0,1.6,11.4,24.3,4.34,2010-02-27
19.9,26.6,86.0,2.3,11.4,24.2,4.23,2010-02-28
18.1,29.0,82.0,3.9,12.2,28.1,5.37,2010-02-01
18.6,28.2,82.0,3.7,12.2,28.0,5.2,2010-02-02
20.0,26.4,86.0,3.8,12.2,28.0,4.85,2010-02-03
19.6,28.3,82.0,3.8,12.2,28.0,5.25,2010-02-04
19.3,27.2,84.0,3.5,12.2,28.0,4.99,2010-02-05
19.2,28.9,82.0,4.1,12.2,27.9,5.35,2010-02-06
19.3,27.1,85.0,4.0,12.2,27.9,4.92,2010-02-07
19.0,28.1,82.0,4.2,12.2,27.9,5.19,2010-02-08
19.4,28.2,84.0,3.1,12.2,27.8,5.12,2010-02-09
19.6,28.6,84.0,2.9,12.2,27.8,5.19,2010-02-10
19.1,27.7,83.0,2.7,12.2,27.8,5.09,2010-02-11
19.7,26.9,85.0,2.5,12.2,27.7,4.93,2010-02-12
18.9,26.9,83.0,2.7,12.1,27.7,4.95,2010-02-13
18.5,27.4,84.0,3.2,12.1,27.6,4.95,2010-02-14
17.4,26.7,87.0,3.2,12.1,27.6,4.67,2010-02-15
18.0,27.8,83.0,3.5,12.1,27.6,5.03,2010-02-16
18.2,26.9,83.0,3.4,12.1,27.5,4.9,2010-02-17
18.5,28.1,81.0,3.1,12.1,27.5,5.13,2010-02-18
18.7,28.1,81.0,2.2,12.9,28.6,5.25,2010-02-19
19.6,27.8,79.0,1.3,12.8,28.5,5.22,2010-02-20
19.7,24.5,89.0,1.1,12.8,28.4,4.83,2010-02-21
20.1,27.3,81.0,0.7,12.7,28.2,5.12,2010-02-22
19.9,28.6,79.0,0.9,12.6,28.0,5.2,2010-02-23
19.3,29.2,79.0,0.8,12.5,27.8,5.19,2010-02-24
20.5,28.4,84.0,1.0,12.5,27.8,5.14,2010-02-25
19.8,28.3,85.0,1.5,12.4,27.6,5.05,2010-02-26
20.1,28.6,84.0,2.4,12.3,27.4,5.08,2010-02-27
20.6,27.9,84.0,2.9,12.2,27.2,4.99,2010-02-28
21.6,37.2,32.0,2.0,12.2,28.1,7.47,2011-04-01
20.1,37.4,34.0,1.6,12.2,28.2,6.89,2011-04-02
19.8,36.7,38.0,2.9,12.2,28.2,8.15,2011-04-03
18.2,36.6,38.0,1.8,12.2,28.2,7.0,2011-04-04
18.9,36.9,38.0,1.5,12.2,28.2,6.74,2011-04-05
22.5,35.5,36.0,0.9,12.2,28.3,6.05,2011-04-06
22.5,37.0,30.0,2.9,12.2,28.3,8.59,2011-04-07
21.2,37.4,31.0,2.0,12.2,28.3,7.57,2011-04-08
22.5,38.1,33.0,2.2,12.2,28.3,7.89,2011-04-09
23.7,36.8,37.0,3.2,12.2,28.4,8.7,2011-04-10
22.1,37.9,39.0,3.4,12.2,28.4,8.83,2011-04-11
21.8,38.1,33.0,2.8,12.2,28.4,8.54,2011-04-12
23.2,38.3,32.0,2.8,12.2,28.4,8.63,2011-04-13
23.6,35.5,37.0,1.7,12.3,28.4,6.97,2011-04-14
23.1,31.6,62.0,2.0,12.3,28.5,6.35,2011-04-15
21.7,33.4,60.0,1.3,12.3,28.5,6.17,2011-04-16
21.0,36.4,47.0,2.4,12.3,28.5,7.47,2011-04-17
22.6,34.3,48.0,1.1,12.3,28.5,6.17,2011-04-18
22.1,32.6,60.0,1.9,12.3,28.5,6.41,2011-04-19
21.5,30.3,73.0,1.7,12.3,28.5,5.82,2011-04-20
20.3,32.4,66.0,1.5,12.3,28.5,6.07,2011-04-21
20.5,31.2,73.0,2.0,12.3,28.5,5.93,2011-04-22
20.2,28.8,75.0,1.9,12.3,28.5,5.58,2011-04-23
19.9,31.4,71.0,2.0,12.3,28.5,5.99,2011-04-24
20.2,32.3,69.0,1.8,12.3,28.6,6.09,2011-04-25
20.5,32.6,67.0,2.3,12.3,28.6,6.38,2011-04-26
20.7,34.9,59.0,2.3,12.3,28.5,6.92,2011-04-27
19.8,33.6,67.0,2.1,12.3,28.6,6.41,2011-04-28
21.0,35.1,65.0,2.8,12.4,28.6,6.98,2011-04-29
21.3,34.3,67.0,1.9,12.4,28.5,6.47,2011-04-30
19.1,29.2,76.0,5.5,12.4,28.3,5.96,2011-02-01
19.0,29.9,77.0,5.4,12.4,28.3,5.94,2011-02-02
19.8,27.9,81.0,4.6,12.4,28.3,5.39,2011-02-03
19.8,30.1,75.0,5.3,12.4,28.3,6.14,2011-02-04
19.2,29.8,77.0,5.2,12.4,28.3,5.95,2011-02-05
18.8,28.3,79.0,5.5,12.4,28.3,5.55,2011-02-06
19.7,29.4,79.0,5.2,12.4,28.3,5.74,2011-02-07
20.1,26.4,81.0,4.8,12.4,28.3,5.14,2011-02-08
18.6,29.9,76.0,4.6,12.4,28.3,5.92,2011-02-09
19.1,29.4,78.0,4.0,12.4,28.3,5.7,2011-02-10
19.9,29.3,79.0,4.2,12.4,28.3,5.68,2011-02-11
19.7,28.7,79.0,4.2,12.4,28.3,5.59,2011-02-12
19.9,29.9,76.0,4.0,12.4,28.3,5.9,2011-02-13
19.6,30.5,74.0,3.2,12.4,28.3,5.98,2011-02-14
19.9,29.9,79.0,2.8,12.3,28.3,5.65,2011-02-15
20.2,28.1,82.0,3.3,12.3,28.3,5.34,2011-02-16
19.0,29.1,79.0,3.1,12.3,28.3,5.51,2011-02-17
19.3,29.1,79.0,3.6,12.3,28.3,5.56,2011-02-18
19.8,26.9,82.0,3.4,12.3,28.3,5.13,2011-02-19
20.2,27.8,86.0,2.9,12.3,28.3,5.12,2011-02-20
19.1,27.5,80.0,3.5,12.3,28.2,5.31,2011-02-21
17.7,29.2,79.0,2.5,12.3,28.2,5.44,2011-02-22
18.7,29.6,79.0,3.2,12.3,28.2,5.61,2011-02-23
18.8,27.4,84.0,3.4,12.3,28.2,5.08,2011-02-24
19.4,27.3,83.0,3.3,12.3,28.2,5.13,2011-02-25
19.5,28.6,79.0,4.0,12.3,28.2,5.54,2011-02-26
18.9,28.1,80.0,4.6,12.3,28.2,5.37,2011-02-27
19.6,28.6,79.0,4.9,12.3,28.1,5.57,2011-02-28
18.1,30.8,70.0,2.3,11.2,22.1,4.68,2011-12-01
17.7,29.9,72.0,1.6,11.2,22.1,4.3,2011-12-02
16.0,31.4,66.0,1.8,11.2,22.1,4.58,2011-12-03
16.1,30.4,66.0,2.2,11.2,22.1,4.63,2011-12-04
14.1,30.7,63.0,2.2,11.2,22.0,4.72,2011-12-05
13.5,30.2,66.0,2.4,11.2,22.0,4.71,2011-12-06
15.3,29.0,69.0,3.0,11.2,22.0,4.68,2011-12-07
14.6,28.7,71.0,3.1,11.2,22.0,4.6,2011-12-08
17.1,30.8,75.0,3.2,11.2,21.9,4.72,2011-12-09
18.3,30.9,72.0,2.8,11.2,21.9,4.72,2011-12-10
18.2,31.1,68.0,2.8,11.2,21.9,4.9,2011-12-11
16.0,30.9,65.0,2.5,11.2,21.9,4.84,2011-12-12
15.8,27.8,66.0,2.9,11.2,21.9,4.56,2011-12-13
14.2,30.6,62.0,3.0,11.2,21.8,5.08,2011-12-14
12.4,30.8,68.0,3.1,11.2,21.8,4.97,2011-12-15
15.1,30.7,60.0,3.2,11.2,21.8,5.28,2011-12-16
12.1,29.2,62.0,3.0,11.2,21.8,4.92,2011-12-17
11.7,30.3,60.0,3.1,11.2,21.8,5.2,2011-12-18
13.3,31.1,57.0,2.6,11.2,21.8,5.13,2011-12-19
13.8,29.3,59.0,3.2,11.2,21.8,5.12,2011-12-20
13.6,30.3,61.0,3.0,11.2,21.8,5.09,2011-12-21
12.8,29.3,58.0,3.1,11.2,21.8,5.08,2011-12-22
12.5,29.3,61.0,2.5,11.2,21.8,4.7,2011-12-23
12.1,30.5,53.0,2.9,11.2,21.8,5.37,2011-12-24
11.9,30.4,52.0,2.7,11.2,21.8,5.23,2011-12-25
11.6,30.9,45.0,2.0,11.2,21.8,5.01,2011-12-26
14.7,31.3,35.0,1.9,11.2,21.9,5.19,2011-12-27
14.5,31.4,29.0,1.9,11.2,21.9,5.31,2011-12-28
13.2,31.0,50.0,3.3,11.2,21.9,5.81,2011-12-29
17.5,28.5,79.0,4.8,11.2,21.9,4.47,2011-12-30
17.4,26.9,64.0,4.4,11.2,21.9,5.11,2011-12-31
11.7,30.0,47.0,3.3,11.3,23.6,6.06,2011-02-01
12.3,29.9,53.0,3.5,11.3,23.7,5.93,2011-02-02
11.9,31.1,55.0,3.2,11.3,23.8,5.89,2011-02-03
14.1,30.6,56.0,2.4,11.3,23.8,5.39,2011-02-04
12.2,31.7,53.0,2.8,11.3,23.9,5.88,2011-02-05
11.6,32.4,49.0,2.7,11.3,24.0,6.04,2011-02-06
11.5,32.2,49.0,2.1,11.3,24.1,5.56,2011-02-07
12.3,31.9,46.0,2.1,11.4,24.1,5.66,2011-02-08
11.6,32.9,39.0,2.5,11.4,24.2,6.26,2011-02-09
11.4,32.6,36.0,2.7,11.4,24.3,6.47,2011-02-10
11.8,32.2,40.0,3.4,11.4,24.4,6.89,2011-02-11
11.9,32.0,43.0,2.7,11.4,24.5,6.28,2011-02-12
12.4,32.6,38.0,3.1,11.4,24.5,6.89,2011-02-13
11.3,33.0,43.0,2.1,11.4,24.6,5.93,2011-02-14
13.8,32.3,56.0,2.2,11.4,24.7,5.65,2011-02-15
16.2,32.4,60.0,1.2,11.4,24.8,4.99,2011-02-16
16.3,32.8,58.0,1.2,11.4,24.8,5.1,2011-02-17
17.5,34.0,55.0,1.8,11.4,24.9,5.7,2011-02-18
17.3,34.4,57.0,1.3,11.4,25.0,5.4,2011-02-19
18.1,34.1,55.0,2.2,11.4,25.1,6.06,2011-02-20
18.3,33.7,55.0,0.7,11.4,25.2,4.9,2011-02-21
20.6,31.8,62.0,2.2,11.5,25.2,5.69,2011-02-22
20.8,30.8,61.0,2.6,11.5,25.3,5.82,2011-02-23
18.7,30.8,61.0,1.3,11.5,25.4,5.13,2011-02-24
18.5,33.1,59.0,1.8,11.5,25.5,5.66,2011-02-25
18.4,32.4,60.0,1.3,11.5,25.5,5.27,2011-02-26
18.0,33.7,53.0,2.8,11.5,25.6,6.57,2011-02-27
15.9,33.9,46.0,3.0,11.5,25.7,6.96,2011-02-28
16.1,28.3,76.0,1.5,11.2,22.0,3.96,2011-01-01
17.1,28.5,77.0,1.8,11.2,22.0,4.07,2011-01-02
17.3,27.9,77.0,2.5,11.2,22.0,4.16,2011-01-03
16.6,27.6,77.0,2.6,11.2,22.0,4.13,2011-01-04
17.3,26.8,78.0,2.7,11.2,22.1,4.04,2011-01-05
16.0,27.5,73.0,2.7,11.2,22.1,4.28,2011-01-06
14.3,28.6,70.0,2.1,11.2,22.2,4.32,2011-01-07
14.7,29.5,74.0,1.8,11.2,22.2,4.2,2011-01-08
15.8,29.4,71.0,1.7,11.2,22.2,4.26,2011-01-09
13.7,28.7,61.0,2.1,11.2,22.3,4.55,2011-01-10
11.3,28.5,50.0,2.0,11.2,22.3,4.71,2011-01-11
9.3,28.7,58.0,2.0,11.2,22.4,4.58,2011-01-12
12.0,29.0,63.0,1.9,11.2,22.4,4.45,2011-01-13
12.4,29.4,64.0,2.3,11.2,22.5,4.68,2011-01-14
12.3,29.5,66.0,2.2,11.2,22.5,4.61,2011-01-15
14.0,30.1,67.0,1.6,11.2,22.6,4.38,2011-01-16
15.5,30.1,67.0,1.6,11.2,22.6,4.46,2011-01-17
13.8,30.1,63.0,2.1,11.2,22.7,4.77,2011-01-18
11.8,30.8,57.0,2.1,11.3,22.7,4.94,2011-01-19
12.3,31.7,58.0,2.2,11.3,22.8,5.14,2011-01-20
12.5,30.0,62.0,2.6,11.3,22.9,5.03,2011-01-21
13.6,30.2,65.0,2.8,11.3,22.9,5.06,2011-01-22
14.2,29.9,66.0,3.0,11.3,23.0,5.07,2011-01-23
13.3,29.4,65.0,3.1,11.3,23.1,5.1,2011-01-24
12.6,30.0,65.0,2.9,11.3,23.1,5.08,2011-01-25
13.0,30.7,66.0,3.1,11.3,23.2,5.27,2011-01-26
13.4,30.6,63.0,2.9,11.3,23.3,5.28,2011-01-27
12.8,30.8,60.0,2.3,11.3,23.3,5.15,2011-01-28
13.3,30.6,60.0,2.6,11.3,23.4,5.28,2011-01-29
14.3,30.7,56.0,3.1,11.3,23.5,5.72,2011-01-30
11.8,30.6,55.0,3.0,11.3,23.5,5.7,2011-01-31
20.9,30.1,75.0,3.7,12.6,28.1,5.98,2011-07-01
20.1,29.9,75.0,4.3,12.6,28.1,5.98,2011-07-02
19.4,28.7,73.0,4.4,12.6,28.1,5.93,2011-07-03
19.5,28.0,76.0,4.6,12.6,28.1,5.66,2011-07-04
18.6,27.8,72.0,4.9,12.6,28.1,5.92,2011-07-05
18.0,28.2,72.0,4.8,12.6,28.1,5.93,2011-07-06
17.6,28.1,75.0,4.0,12.5,28.1,5.61,2011-07-07
17.6,29.5,77.0,3.5,12.5,28.1,5.65,2011-07-08
19.3,30.2,74.0,4.0,12.5,28.1,6.06,2011-07-09
18.1,31.9,71.0,4.0,12.5,28.1,6.48,2011-07-10
20.5,30.8,73.0,4.6,12.5,28.1,6.3,2011-07-11
20.6,29.9,76.0,5.3,12.5,28.1,6.03,2011-07-12
19.0,27.6,75.0,6.1,12.5,28.2,5.76,2011-07-13
18.1,28.6,74.0,6.4,12.5,28.2,6.07,2011-07-14
19.5,29.2,74.0,6.8,12.5,28.2,6.2,2011-07-15
20.7,28.5,79.0,5.9,12.5,28.2,5.64,2011-07-16
20.4,28.2,79.0,6.2,12.5,28.2,5.63,2011-07-17
19.9,27.4,78.0,5.5,12.5,28.2,5.51,2011-07-18
20.5,29.0,76.0,5.5,12.5,28.2,5.92,2011-07-19
20.0,28.0,77.0,5.8,12.5,28.2,5.68,2011-07-20
19.3,28.9,76.0,5.7,12.5,28.2,5.92,2011-07-21
19.5,30.3,73.0,5.3,12.5,28.2,6.31,2011-07-22
19.7,27.1,80.0,5.2,12.5,28.2,5.34,2011-07-23
20.0,30.6,75.0,5.1,12.5,28.2,6.21,2011-07-24
19.9,29.7,77.0,3.6,12.5,28.2,5.8,2011-07-25
20.3,27.2,81.0,3.1,12.5,28.2,5.27,2011-07-26
18.8,29.1,79.0,4.6,12.5,28.3,5.65,2011-07-27
19.8,28.5,79.0,4.6,12.5,28.3,5.56,2011-07-28
18.7,28.7,77.0,4.8,12.5,28.3,5.74,2011-07-29
19.1,27.5,81.0,4.6,12.4,28.3,5.26,2011-07-30
19.5,29.7,76.0,5.5,12.4,28.3,6.07,2011-07-31
20.5,27.6,82.0,2.9,12.5,28.3,5.26,2011-06-01
21.3,29.4,77.0,3.5,12.5,28.2,5.76,2011-06-02
20.5,29.9,76.0,3.8,12.5,28.2,5.9,2011-06-03
21.0,30.8,74.0,4.7,12.5,28.2,6.3,2011-06-04
20.4,31.9,73.0,4.9,12.5,28.2,6.56,2011-06-05
21.3,31.0,71.0,5.2,12.6,28.2,6.63,2011-06-06
20.3,30.5,66.0,4.9,12.6,28.2,6.79,2011-06-07
19.5,31.5,69.0,5.0,12.6,28.2,6.76,2011-06-08
20.5,31.2,72.0,5.2,12.6,28.2,6.57,2011-06-09
21.2,30.1,74.0,5.3,12.6,28.2,6.3,2011-06-10
20.8,32.4,69.0,4.9,12.6,28.2,6.91,2011-06-11
20.9,30.6,75.0,4.4,12.6,28.2,6.12,2011-06-12
21.2,30.5,72.0,5.2,12.6,28.1,6.45,2011-06-13
19.6,31.0,68.0,5.6,12.6,28.1,6.87,2011-06-14
19.1,26.1,77.0,5.3,12.6,28.1,5.35,2011-06-15
18.7,29.6,71.0,6.0,12.6,28.1,6.41,2011-06-16
19.0,26.0,73.0,5.8,12.6,28.1,5.65,2011-06-17
19.9,30.0,72.0,6.6,12.6,28.1,6.56,2011-06-18
20.5,31.7,71.0,5.8,12.6,28.1,6.81,2011-06-19
20.1,33.0,70.0,5.3,12.6,28.1,7.06,2011-06-20
19.7,32.1,69.0,5.4,12.6,28.1,6.96,2011-06-21
20.2,32.7,71.0,5.6,12.6,28.1,6.97,2011-06-22
20.6,32.5,72.0,5.1,12.6,28.1,6.77,2011-06-23
20.9,31.1,75.0,4.6,12.6,28.1,6.23,2011-06-24
21.2,29.8,77.0,5.1,12.6,28.1,5.99,2011-06-25
21.6,28.8,78.0,5.4,12.6,28.1,5.79,2011-06-26
20.5,29.6,74.0,5.8,12.6,28.1,6.19,2011-06-27
19.5,28.2,70.0,5.8,12.6,28.1,6.22,2011-06-28
19.9,31.1,73.0,4.8,12.6,28.1,6.37,2011-06-29
20.2,32.3,72.0,3.5,12.6,28.1,6.39,2011-06-30
15.1,33.5,46.0,3.4,11.5,25.8,7.17,2011-03-01
15.8,34.0,45.0,3.2,11.5,25.8,7.2,2011-03-02
15.3,35.1,38.0,3.1,11.5,25.9,7.58,2011-03-03
14.8,35.8,30.0,2.5,11.5,26.0,7.33,2011-03-04
15.3,36.5,32.0,3.0,11.5,26.0,7.88,2011-03-05
14.5,36.7,25.0,3.2,11.6,26.1,8.35,2011-03-06
15.2,36.7,26.0,3.1,11.6,26.2,8.22,2011-03-07
16.9,37.0,30.0,2.7,11.6,26.2,7.75,2011-03-08
18.8,35.8,36.0,2.1,11.6,26.3,6.91,2011-03-09
18.5,36.2,28.0,1.6,11.6,26.4,6.4,2011-03-10
17.4,36.5,28.0,2.2,11.6,26.5,7.25,2011-03-11
18.1,36.5,32.0,3.3,11.6,26.5,8.39,2011-03-12
18.0,35.8,41.0,3.2,12.0,27.2,7.86,2011-03-13
17.6,35.7,45.0,2.9,12.1,27.4,7.5,2011-03-14
18.3,36.3,42.0,3.2,12.2,27.6,7.97,2011-03-15
18.3,35.1,39.0,3.6,12.3,27.8,8.25,2011-03-16
17.4,35.3,35.0,3.7,12.3,27.8,8.52,2011-03-17
13.5,35.3,34.0,3.4,12.4,28.0,8.3,2011-03-18
15.4,36.7,29.0,3.0,12.5,28.2,8.38,2011-03-19
17.2,37.0,29.0,2.2,12.6,28.4,7.52,2011-03-20
17.9,36.1,37.0,2.0,12.6,28.5,7.12,2011-03-21
20.4,37.2,35.0,1.1,12.7,28.6,6.26,2011-03-22
22.4,37.2,29.0,1.4,12.8,28.8,6.68,2011-03-23
21.3,37.1,31.0,1.0,12.9,29.0,6.24,2011-03-24
21.4,36.9,31.0,1.8,12.1,27.8,7.09,2011-03-25
23.1,36.3,33.0,2.1,12.1,27.9,7.4,2011-03-26
23.4,36.2,35.0,2.3,12.1,27.9,7.64,2011-03-27
22.3,37.0,34.0,2.8,12.1,28.0,8.3,2011-03-28
21.4,37.7,32.0,2.8,12.1,28.0,8.34,2011-03-29
21.6,37.8,28.0,2.4,12.1,28.0,7.97,2011-03-30
21.1,37.8,29.0,2.0,12.1,28.1,7.52,2011-03-31
20.9,33.9,66.0,1.4,12.4,28.6,6.17,2011-05-01
21.9,31.9,69.0,1.5,12.4,28.6,6.05,2011-05-02
21.4,33.0,69.0,2.8,12.4,28.5,6.57,2011-05-03
21.4,36.1,62.0,3.2,12.4,28.5,7.45,2011-05-04
22.1,36.2,58.0,3.1,12.4,28.5,7.67,2011-05-05
21.0,36.6,56.0,3.5,12.4,28.5,7.95,2011-05-06
20.4,35.4,59.0,3.7,12.4,28.5,7.72,2011-05-07
19.4,35.1,58.0,3.0,12.4,28.5,7.29,2011-05-08
20.1,35.6,58.0,2.5,12.4,28.5,7.13,2011-05-09
20.4,35.2,59.0,2.0,12.4,28.5,6.74,2011-05-10
21.8,32.8,64.0,2.2,12.4,28.5,6.49,2011-05-11
22.2,33.3,62.0,2.4,12.4,28.5,6.71,2011-05-12
21.6,34.8,60.0,2.1,12.4,28.5,6.77,2011-05-13
22.6,34.0,61.0,2.3,12.4,28.5,6.79,2011-05-14
21.5,35.3,59.0,1.4,12.5,28.5,6.45,2011-05-15
21.9,35.4,59.0,1.6,12.5,28.4,6.55,2011-05-16
21.7,34.2,63.0,1.6,12.5,28.4,6.37,2011-05-17
22.1,34.2,63.0,1.5,12.5,28.4,6.34,2011-05-18
22.3,34.1,65.0,2.1,12.5,28.4,6.56,2011-05-19
21.3,35.0,63.0,2.3,12.5,28.4,6.78,2011-05-20
21.9,33.9,64.0,3.0,12.5,28.4,6.96,2011-05-21
20.8,35.0,62.0,2.6,12.5,28.4,6.96,2011-05-22
21.3,34.9,64.0,2.6,12.5,28.4,6.9,2011-05-23
21.8,32.9,66.0,2.2,12.5,28.3,6.42,2011-05-24
22.6,30.0,74.0,2.6,12.5,28.3,5.98,2011-05-25
21.3,33.9,66.0,1.7,12.5,28.3,6.28,2011-05-26
21.5,32.8,67.0,2.3,12.5,28.3,6.4,2011-05-27
21.9,30.6,74.0,2.9,12.5,28.3,6.04,2011-05-28
21.5,33.2,69.0,3.3,12.5,28.3,6.68,2011-05-29
22.2,29.0,80.0,3.3,12.5,28.3,5.61,2011-05-30
21.2,27.2,79.0,3.1,12.5,28.3,5.38,2011-05-31
18.4,28.9,80.0,3.0,11.2,23.7,4.6,2011-11-01
19.3,28.0,83.0,2.4,11.2,23.7,4.36,2011-11-02
19.1,28.5,82.0,2.4,11.2,23.6,4.4,2011-11-03
20.0,27.0,86.0,2.6,11.2,23.5,4.16,2011-11-04
20.2,27.6,85.0,2.7,11.2,23.4,4.23,2011-11-05
19.0,30.3,76.0,2.3,11.2,23.4,4.75,2011-11-06
15.8,29.8,63.0,2.1,11.2,23.3,4.89,2011-11-07
13.4,29.8,60.0,2.3,11.2,23.3,4.99,2011-11-08
13.4,29.4,65.0,2.3,11.2,23.2,4.81,2011-11-09
13.3,29.3,66.0,2.2,11.2,23.1,4.73,2011-11-10
13.0,29.4,69.0,2.0,11.2,23.1,4.58,2011-11-11
15.1,30.3,65.0,1.9,11.2,23.0,4.73,2011-11-12
13.6,30.5,67.0,2.3,11.2,23.0,4.87,2011-11-13
15.1,30.5,67.0,2.7,11.2,22.9,5.01,2011-11-14
14.9,30.0,69.0,2.6,11.2,22.8,4.83,2011-11-15
13.8,29.8,66.0,2.6,11.2,22.8,4.87,2011-11-16
14.2,30.2,71.0,3.0,11.2,22.7,4.87,2011-11-17
16.8,30.3,70.0,3.0,11.2,22.7,4.95,2011-11-18
13.6,29.9,61.0,3.0,11.2,22.6,5.22,2011-11-19
11.8,29.5,65.0,3.3,11.2,22.6,5.1,2011-11-20
13.3,30.0,65.0,3.1,11.2,22.5,5.13,2011-11-21
13.8,30.4,62.0,2.9,11.2,22.5,5.17,2011-11-22
13.2,30.6,66.0,3.0,11.2,22.4,5.07,2011-11-23
16.4,30.8,71.0,3.5,11.2,22.4,5.07,2011-11-24
18.6,29.3,79.0,4.2,11.2,22.3,4.6,2011-11-25
19.9,25.7,84.0,4.6,11.2,22.3,3.94,2011-11-26
19.8,27.5,83.0,4.2,11.2,22.3,4.17,2011-11-27
